Age,Experience,Education,Family,Zip,Income,Mortgage,Credit,Loan,Securities,Deposit,Online,Card
27,1,2,4,94920,25,0,0.30,0,0,0,1,1
66,41,1,1,94306,144,0,2.50,0,1,1,1,1
43,19,3,4,92646,84,297,0.20,0,0,0,1,0
53,29,1,2,93943,22,0,0.40,0,0,0,1,0
44,18,1,3,90405,33,0,1.50,0,0,0,1,1
54,28,3,4,94110,60,0,2.60,0,0,0,0,0
31,6,2,4,95762,81,116,2.20,0,0,0,1,0
38,13,3,1,92093,169,0,6.80,1,0,1,1,1
28,2,3,2,91116,63,0,1.60,0,0,0,1,0
51,26,3,2,90245,12,109,0.70,0,0,0,1,1
52,27,1,4,91320,15,101,0.80,0,0,0,0,0
64,38,3,1,92120,39,0,0.50,0,1,1,1,1
29,4,2,4,91380,44,0,2.00,0,0,0,1,0
34,10,1,1,92697,110,0,4.00,0,0,0,1,0
33,8,2,3,94720,130,99,6.30,1,0,0,0,1
46,21,3,1,94025,41,128,1.40,0,0,0,1,0
48,22,3,1,91775,59,241,1.40,0,0,0,1,0
52,28,1,2,94606,39,0,0.80,0,0,0,1,0
44,19,2,4,94305,35,0,0.00,0,0,0,1,0
51,27,2,1,90032,80,0,2.60,0,0,0,1,1
47,20,2,1,94301,81,0,2.67,0,0,0,1,0
39,13,3,2,95120,31,0,0.80,0,0,0,0,0
42,17,3,4,92182,93,0,1.90,0,0,0,0,0
57,33,1,4,92346,45,204,1.50,0,0,0,1,0
36,12,3,2,91101,40,0,0.60,0,0,0,1,1
27,1,3,2,95354,80,185,1.60,0,0,0,1,1
31,7,3,1,92115,20,0,0.40,0,0,0,1,0
63,37,3,1,93014,41,0,0.50,0,0,0,0,1
34,8,1,1,91203,31,104,0.30,0,0,0,1,1
52,27,2,4,95616,35,0,0.20,0,0,0,1,0
57,31,3,3,91107,40,137,1.40,0,0,0,1,1
63,39,3,1,94901,84,0,1.80,0,0,0,0,0
26,1,3,2,94720,53,0,1.60,0,0,0,1,0
35,5,3,4,92870,85,0,4.00,0,0,0,1,0
58,33,1,2,94546,138,0,3.90,0,0,0,1,0
32,2,3,2,95014,71,108,1.75,0,0,0,0,0
64,39,3,1,92121,113,0,0.80,0,0,0,0,1
50,23,2,2,94720,23,0,1.00,0,1,0,0,0
34,9,1,3,92677,62,0,2.30,0,0,0,0,0
36,11,3,4,92673,14,100,0.20,0,0,0,1,1
43,18,3,2,91311,60,0,2.20,0,0,0,0,1
28,4,1,3,92115,94,236,0.80,0,0,0,1,0
64,39,2,3,95616,83,0,1.80,0,0,0,1,0
60,35,3,3,95741,130,437,6.30,1,0,1,1,1
62,37,1,4,93117,61,0,1.70,0,0,0,0,0
27,2,1,2,95616,92,178,3.10,0,0,0,1,0
42,16,3,2,95351,20,117,0.80,0,0,0,1,1
45,20,1,2,92110,194,428,8.80,0,0,0,0,0
36,10,1,1,94305,74,0,2.50,0,0,0,0,1
48,22,3,2,90024,84,145,0.40,0,0,0,0,0
65,40,2,3,95064,98,333,1.80,0,0,0,0,0
39,15,1,3,92093,52,0,2.33,0,0,0,1,0
51,26,2,1,93955,55,236,1.30,0,0,0,0,1
30,6,1,4,94305,64,117,3.40,0,0,0,0,0
65,40,1,1,90740,128,162,2.50,0,0,0,1,0
38,13,2,4,94720,113,0,1.70,1,0,0,0,1
29,3,2,3,94010,50,0,1.10,0,0,0,0,1
42,18,2,4,94010,54,0,2.20,0,0,0,0,0
63,38,1,1,91326,129,366,0.90,0,0,0,1,0
46,21,1,4,94523,82,0,0.40,0,0,0,0,0
62,38,2,4,90277,100,0,1.70,0,0,0,1,0
58,34,1,4,94111,44,0,2.20,0,1,0,0,0
56,30,2,4,94610,164,234,0.50,1,0,1,1,1
56,31,1,2,92373,81,121,3.70,0,0,0,1,1
34,10,1,1,95003,71,257,0.10,0,0,0,1,1
42,17,3,1,92866,28,90,0.50,0,0,0,0,0
30,6,1,3,92399,80,219,1.50,0,0,0,1,0
61,35,2,4,95814,90,0,1.90,0,0,0,1,0
38,14,2,1,90274,74,0,3.60,0,0,0,1,1
50,25,3,2,95762,14,0,0.70,0,1,0,1,0
61,36,2,2,91754,23,103,0.50,0,0,0,1,0
41,17,1,1,92121,153,337,1.70,0,0,0,0,1
42,16,3,3,94087,38,0,0.90,0,0,0,0,0
29,5,2,2,94720,112,382,2.00,0,1,0,0,0
51,26,1,1,90025,145,397,8.10,0,0,0,0,1
32,6,2,2,94025,28,88,0.30,0,0,0,1,0
34,9,3,4,94115,31,0,1.10,0,0,0,1,1
26,2,1,1,94546,195,0,6.33,0,0,0,1,1
54,24,3,3,92037,50,0,2.00,0,0,0,1,1
38,14,3,4,95136,71,0,2.00,0,0,0,0,0
62,36,3,3,95616,21,0,0.30,0,0,0,0,0
37,11,3,2,90044,35,125,0.80,0,0,0,0,0
46,21,1,1,92691,42,0,2.40,0,0,0,1,1
52,27,3,4,92008,78,141,3.60,0,0,0,1,0
32,6,2,4,94305,73,0,2.20,0,0,0,0,0
49,25,3,2,95134,53,181,1.00,0,0,0,0,0
28,3,3,2,94086,51,123,1.60,0,0,0,0,0
55,30,3,2,95521,40,0,2.30,0,0,0,1,0
52,26,1,1,94234,178,0,1.00,0,0,0,0,0
32,6,1,2,94005,35,0,0.30,0,0,0,0,1
31,7,2,1,90250,192,0,0.00,1,0,0,1,0
27,3,1,1,95138,123,0,5.40,0,0,0,0,0
32,5,2,2,94022,48,0,1.67,0,1,1,1,1
52,26,2,3,91604,45,0,0.60,0,0,0,0,0
52,28,1,1,95064,15,0,0.20,0,0,0,1,0
50,24,1,1,94304,79,120,0.30,0,0,0,1,0
32,5,2,4,90024,63,0,2.00,0,1,0,1,0
61,35,3,2,94720,30,0,0.20,0,0,0,1,0
60,36,1,4,95616,145,380,6.90,1,0,0,0,1
28,4,2,3,90095,32,0,1.00,0,0,0,0,0
34,9,1,2,92346,64,224,0.10,0,0,0,1,1
31,7,1,1,92692,84,0,0.10,0,0,0,1,0
31,5,2,1,94309,21,0,0.40,0,0,0,1,0
62,38,2,4,95014,99,0,1.70,0,0,0,1,0
47,22,1,2,94304,35,0,1.30,0,0,0,1,0
50,24,1,1,94539,180,0,1.70,0,0,0,1,1
36,12,1,1,93555,42,0,1.33,0,0,0,1,0
26,0,2,4,92028,179,0,2.10,1,0,0,0,0
51,27,3,4,90245,42,0,0.10,0,0,0,0,0
52,25,2,2,94545,180,297,9.00,1,0,0,1,0
35,11,1,4,94131,82,0,3.40,0,0,0,0,0
42,16,1,2,91355,55,149,0.70,0,0,0,0,0
36,12,1,2,90041,79,0,2.20,0,0,0,1,0
41,17,3,2,92831,48,215,0.60,0,0,0,0,1
49,25,1,1,93117,93,0,2.70,0,1,0,1,0
57,32,3,2,92126,23,0,0.20,0,0,0,0,0
44,20,1,3,95670,50,200,2.33,0,0,0,0,0
60,34,1,2,91367,85,0,2.00,0,0,0,1,0
38,14,2,1,95051,35,97,1.50,0,0,0,1,0
26,2,2,3,93943,171,0,6.00,1,0,0,1,0
29,2,2,4,90266,29,0,1.50,0,0,0,0,1
59,35,3,1,94588,84,0,1.80,0,0,0,1,1
51,27,2,4,90401,20,0,0.50,0,0,0,1,0
50,25,3,1,94124,14,0,0.40,0,0,0,1,1
35,10,1,1,91942,179,357,8.60,0,0,0,0,0
61,37,1,1,91910,48,158,0.80,0,0,0,1,0
42,16,1,1,90066,74,0,2.80,0,0,0,1,0
55,29,1,1,95134,53,0,1.40,0,0,0,0,0
50,25,2,1,92007,83,0,2.80,0,0,0,1,1
64,40,1,2,90034,171,433,2.10,0,0,0,0,0
54,28,1,4,92028,85,0,4.90,0,0,0,1,0
50,26,2,4,95039,38,0,0.90,0,0,0,1,0
31,5,1,3,92130,85,157,1.60,0,0,0,1,1
32,8,1,1,92115,79,0,0.10,0,0,0,0,0
44,19,1,4,92129,69,0,0.40,0,0,0,0,0
60,35,3,3,94720,43,0,0.90,0,0,0,1,1
60,34,1,2,91107,33,101,0.30,0,0,0,1,0
62,38,3,3,95747,42,149,0.10,0,0,0,0,1
46,21,3,4,94025,40,122,1.90,0,0,0,1,0
57,33,3,1,91902,43,0,1.80,0,0,0,0,0
30,5,3,4,94545,20,117,0.50,0,0,0,0,0
58,32,1,3,95621,65,222,2.50,0,0,0,1,0
39,13,1,3,95616,139,483,3.40,1,0,0,1,0
60,35,3,3,92612,135,0,0.30,1,0,0,1,0
59,34,3,3,94043,84,0,1.60,0,0,0,1,0
50,26,3,1,92612,179,0,2.90,1,0,0,0,1
63,39,2,4,92870,45,86,1.30,0,0,0,0,0
27,3,1,2,93023,109,0,2.50,0,0,0,1,0
54,29,3,4,93305,34,0,0.10,0,0,0,1,0
62,37,1,1,95051,162,0,1.30,0,0,0,1,0
60,34,1,2,92103,105,0,1.40,0,0,0,1,0
38,12,2,3,91380,22,0,0.20,0,0,0,1,0
34,8,1,2,91775,82,178,1.80,0,0,0,1,1
65,41,2,4,95616,105,230,1.70,0,1,0,1,0
55,31,3,1,91711,62,0,1.80,0,0,0,1,0
57,31,1,2,95032,82,83,2.00,0,0,0,0,1
27,3,1,4,95616,72,0,0.00,0,0,0,1,0
35,10,1,4,95762,38,0,1.70,0,0,0,1,1
52,28,1,4,90212,25,0,1.00,0,0,0,0,0
45,15,3,1,94107,20,0,0.75,0,0,0,1,0
29,3,2,4,94305,80,0,1.80,0,0,0,1,1
44,18,1,3,91330,84,0,1.10,0,0,0,0,0
47,23,1,1,90095,33,0,1.00,0,0,0,1,1
62,37,3,3,95039,55,0,0.90,0,0,0,1,0
52,27,2,2,90095,33,0,0.70,0,0,0,0,1
47,23,3,4,92831,190,305,0.30,1,0,0,0,0
42,18,3,1,91107,43,158,0.30,0,0,0,0,0
65,41,3,3,95521,45,0,0.10,0,0,0,1,0
42,18,1,1,93407,141,0,3.50,0,0,0,0,0
40,16,1,4,92009,69,0,2.40,0,0,0,1,0
32,8,2,4,90401,78,0,0.10,0,0,0,1,0
40,15,3,1,94521,84,0,3.70,0,0,0,1,0
55,29,2,1,95064,172,0,5.20,1,0,0,0,0
32,6,1,4,93109,51,154,0.20,0,1,0,0,1
58,28,3,1,92121,75,0,1.40,0,0,0,1,0
46,22,2,1,91605,183,0,3.10,1,0,1,1,1
53,23,3,4,92123,20,0,0.40,0,0,0,1,1
63,39,3,2,94306,101,294,3.90,1,0,0,1,0
40,14,3,1,90089,129,0,5.90,1,0,0,1,0
41,17,1,2,90745,63,0,3.20,0,0,0,0,0
60,35,1,4,92126,44,0,2.10,0,0,0,0,0
65,39,3,1,91302,184,176,5.40,1,0,1,1,1
59,33,1,2,95064,100,127,2.00,0,0,0,0,0
48,24,1,3,90058,12,0,0.40,0,0,0,0,0
59,33,3,2,94105,68,128,2.30,0,1,0,1,0
33,8,1,1,94019,48,212,1.00,0,0,0,1,0
40,15,1,2,93101,82,0,0.40,0,0,0,0,0
42,18,1,2,94061,52,0,2.50,0,0,0,0,0
65,41,2,2,92008,154,0,4.60,1,1,1,1,1
30,4,1,1,91105,39,0,1.50,0,0,0,0,1
30,4,1,1,91605,40,0,0.30,0,0,1,1,1
42,17,3,4,94720,54,164,1.90,0,0,0,0,0
32,8,2,2,94143,32,103,1.00,0,0,1,1,1
55,30,3,2,90250,64,0,2.30,0,0,0,0,0
29,3,1,2,94539,92,287,1.30,0,0,0,1,0
64,38,3,1,91330,40,94,2.50,0,0,0,1,1
37,11,3,3,96651,60,0,0.50,0,0,0,1,0
31,5,1,2,95828,85,119,1.30,0,0,0,1,1
25,-1,1,4,94583,21,90,0.40,0,0,0,1,0
31,5,3,1,95064,35,171,0.60,0,0,0,0,0
32,7,1,2,92660,52,0,0.10,0,0,0,1,0
58,34,1,1,90058,128,0,7.40,0,0,0,0,0
26,2,1,1,90245,195,0,6.33,0,0,0,0,0
51,25,2,2,92647,68,117,1.50,0,0,0,0,1
65,41,1,2,93106,55,0,1.10,0,0,0,0,0
43,17,1,1,90266,55,0,0.20,0,0,0,1,0
46,21,1,4,95054,80,0,0.40,0,0,0,1,1
28,3,1,1,92007,123,146,0.80,0,0,0,0,0
63,37,2,4,94105,90,106,1.90,0,1,0,1,0
59,29,3,1,94025,61,0,1.40,0,0,0,0,0
42,15,2,3,94610,41,0,2.50,0,0,0,1,0
58,33,3,2,94720,43,0,1.60,0,0,0,1,0
39,13,1,3,95822,71,162,0.10,0,1,0,1,0
36,12,1,4,95051,25,0,1.00,0,0,0,1,0
60,33,2,1,90740,154,0,3.00,1,1,1,1,0
47,21,1,1,90095,141,0,2.40,0,0,0,0,0
29,4,3,2,92661,22,110,0.90,0,0,0,0,0
52,28,1,2,94131,145,0,6.80,0,0,0,1,0
41,16,3,3,92122,49,0,0.50,0,0,0,1,0
63,37,1,1,90740,109,0,2.00,0,0,0,1,0
59,34,1,3,90086,80,0,0.50,0,0,0,1,1
44,20,2,4,94555,82,201,1.40,0,0,0,1,1
54,28,1,4,94102,52,0,2.50,0,0,0,1,0
29,5,1,3,90232,85,0,2.50,0,0,0,1,1
51,25,1,1,90024,148,0,1.00,0,0,0,0,0
63,39,1,2,91330,160,0,2.10,0,0,0,0,1
36,11,1,4,90095,39,0,1.70,0,0,0,1,0
42,16,3,2,94304,25,0,0.80,0,0,0,0,1
51,25,3,1,93033,33,0,1.40,0,0,0,1,1
47,20,2,3,92115,38,0,2.50,0,0,0,0,0
40,16,3,4,92677,85,0,0.20,0,0,0,1,1
54,28,1,1,93022,48,0,0.20,0,0,0,1,0
47,21,3,4,95207,15,77,0.60,0,0,0,1,0
35,10,1,1,91343,94,174,0.00,0,0,0,1,0
28,4,1,2,92333,120,0,0.60,0,0,0,1,0
45,19,3,1,91911,60,159,0.70,0,0,0,1,0
33,9,1,2,94303,145,277,4.33,0,0,0,0,1
62,36,3,2,91107,29,0,0.70,0,0,0,0,0
45,18,2,3,92129,78,0,2.67,0,0,0,1,0
59,35,2,4,90005,59,0,1.20,0,0,0,1,0
58,28,3,2,91116,80,0,4.50,0,0,0,0,1
52,26,1,1,94305,180,0,1.00,0,0,0,1,1
34,8,2,3,94710,8,83,0.10,0,0,0,1,0
65,35,3,1,91711,23,0,1.50,0,0,0,1,0
48,23,3,2,92124,79,0,3.80,0,0,0,1,0
44,19,3,2,92064,78,268,3.80,0,0,0,0,0
61,37,2,1,92028,64,0,0.00,0,0,0,0,1
40,14,3,4,91320,64,0,0.20,0,0,0,1,1
65,39,1,4,94803,160,237,3.80,1,0,0,1,0
28,4,3,1,91304,43,102,1.00,0,0,0,0,0
67,42,3,1,93943,32,0,1.10,0,0,0,0,1
35,9,1,2,91125,179,76,0.00,0,1,0,1,0
60,35,1,1,94143,8,0,0.10,0,0,0,1,0
58,32,1,1,92717,63,0,1.60,0,1,0,1,0
55,30,3,2,94126,40,0,2.30,0,1,0,1,0
34,9,2,4,90245,99,155,2.20,0,0,0,1,0
35,9,2,2,93022,141,0,4.50,1,0,0,0,0
28,4,1,1,93907,159,0,1.50,0,0,0,1,1
38,12,1,2,95825,39,174,0.30,0,0,0,1,0
62,38,2,4,91604,99,0,1.70,0,0,0,0,0
30,4,2,4,95020,18,0,0.30,0,0,0,1,1
38,12,1,2,94553,38,0,0.30,0,0,0,1,1
33,8,1,1,90024,133,0,0.00,0,0,0,1,0
58,34,1,2,91380,84,0,2.80,0,0,0,1,1
59,35,2,1,90089,60,0,0.00,0,0,0,1,1
52,28,3,3,92647,178,147,5.40,1,0,0,1,0
36,12,3,1,91330,18,0,0.50,0,0,0,0,1
45,21,3,1,95020,73,0,0.80,0,0,0,1,0
49,23,1,1,94022,125,0,7.30,0,0,0,0,0
52,26,2,1,92173,91,0,4.30,1,0,1,1,1
54,28,1,2,95014,74,0,1.10,0,0,0,1,0
30,4,2,2,92130,35,0,0.30,0,1,0,0,1
65,39,1,1,90036,113,0,2.00,0,0,0,1,1
34,8,2,4,94720,52,0,2.20,0,0,0,0,0
30,6,2,2,92028,191,0,4.40,1,0,0,1,0
51,25,3,1,92109,18,93,0.30,0,0,0,0,1
52,27,1,2,95138,25,0,0.00,0,0,0,1,1
43,18,3,4,91006,50,0,1.90,0,0,0,0,0
35,10,3,4,93940,75,0,0.70,0,0,0,1,1
56,26,3,2,92647,92,0,4.50,0,1,0,0,1
57,32,2,2,95747,33,0,2.00,0,0,0,1,0
58,32,3,3,90266,65,0,2.20,0,0,0,0,0
53,28,1,3,91604,44,0,1.70,0,0,0,0,0
45,21,1,2,95211,183,354,1.40,0,0,0,0,0
44,20,1,2,96150,175,0,1.40,0,0,0,1,1
54,28,3,4,94305,28,0,1.50,0,0,0,1,1
41,17,2,4,92130,49,0,2.20,0,0,0,0,0
52,26,1,4,92697,45,0,1.80,0,0,0,1,0
43,17,3,4,95053,64,221,3.00,1,0,0,1,0
63,38,3,3,92115,22,90,0.10,0,0,0,1,0
54,30,1,1,95039,120,119,7.40,0,0,0,1,1
33,8,1,2,92354,175,102,6.70,0,0,0,1,0
25,-1,3,4,94720,101,256,2.30,0,0,0,0,1
41,16,3,1,92037,104,0,1.00,0,0,0,1,0
40,16,3,4,94002,155,0,0.10,1,0,1,1,1
43,18,1,1,95747,58,0,2.40,0,0,0,0,0
36,10,2,4,94608,80,0,2.20,0,0,0,1,0
57,33,3,1,94117,45,195,1.80,0,0,0,0,0
34,9,1,1,94550,134,164,4.60,0,1,0,1,0
38,14,3,4,91709,58,153,2.00,0,1,0,0,0
47,21,1,1,94066,20,0,0.20,0,0,0,1,1
39,13,3,4,90304,25,0,1.50,0,0,0,1,0
45,20,1,1,94588,55,0,0.30,0,0,0,1,1
62,37,1,1,93943,155,0,1.30,0,0,0,0,0
59,34,1,1,92084,30,0,1.30,0,0,0,1,1
61,37,1,4,92096,39,0,0.40,0,0,0,1,1
36,12,3,4,95617,73,188,2.00,0,0,0,1,0
58,34,1,4,94608,41,0,1.30,0,0,0,1,0
55,30,3,4,95820,34,157,0.10,0,0,0,1,0
29,5,3,3,90601,21,119,0.90,0,0,0,0,0
34,8,1,4,91320,11,0,0.30,0,1,1,1,1
61,35,1,2,92704,154,0,6.90,0,0,0,0,0
50,20,3,4,92612,19,0,0.40,0,0,0,0,0
52,26,2,2,93407,101,0,2.40,0,0,0,1,0
39,15,1,1,92123,24,116,1.00,0,0,0,1,1
55,29,1,2,92675,131,0,2.70,0,1,0,0,0
33,9,1,1,95136,105,0,4.00,0,0,0,1,0
47,21,2,1,94720,52,194,1.20,0,0,0,0,0
57,32,2,4,92037,21,113,0.90,0,1,0,0,0
57,31,1,3,94305,45,198,1.40,0,0,0,1,0
40,14,1,1,93117,39,0,2.00,0,0,0,1,0
50,25,1,2,94115,192,238,2.80,0,0,0,0,1
29,5,1,1,94301,195,0,4.30,0,0,0,0,0
46,22,1,3,95616,83,0,0.70,0,0,0,0,0
42,15,2,3,91302,34,0,1.00,0,1,0,1,0
59,33,2,4,93009,49,104,1.70,0,0,0,1,0
31,1,3,4,94143,60,244,4.00,0,0,0,0,0
51,25,1,4,94939,41,0,1.80,0,0,0,0,0
35,10,1,3,91320,72,285,2.30,0,0,0,0,0
59,35,2,4,92677,102,115,3.00,1,0,0,1,0
35,10,1,3,95605,31,0,1.30,0,0,0,0,0
46,20,2,1,93106,73,128,1.50,0,0,0,1,0
34,9,1,1,91763,89,0,0.00,0,0,0,1,0
55,29,3,4,92109,19,121,0.70,0,1,0,0,1
64,40,2,4,94706,63,0,1.20,0,0,0,1,0
34,9,3,3,95758,104,0,1.20,0,0,0,1,0
61,35,2,1,95064,40,128,0.80,0,0,0,1,0
63,39,3,2,94710,92,0,0.00,0,0,0,1,0
59,33,2,2,92350,72,226,0.70,0,0,0,0,0
51,27,2,3,94305,44,141,1.90,0,0,0,0,0
41,16,1,4,94705,114,0,3.50,1,0,0,0,1
37,13,1,4,95758,73,0,2.40,0,0,0,0,0
64,40,2,4,91711,63,0,1.20,0,1,0,0,1
44,20,3,1,92028,69,184,0.80,0,0,1,1,1
62,37,1,3,92106,42,0,1.50,0,0,0,1,0
50,26,1,1,90037,88,0,2.70,0,0,0,1,0
43,18,1,2,92131,98,0,0.40,0,0,0,1,0
34,8,1,1,92093,65,227,3.00,1,0,0,1,0
38,13,2,2,94143,12,104,0.30,0,1,0,1,0
29,5,1,4,94305,122,0,3.00,1,0,0,0,1
39,14,3,2,92093,12,0,0.00,0,0,0,0,0
53,29,1,2,94105,24,0,0.20,0,0,0,0,1
43,19,1,4,92037,170,318,4.25,1,0,1,1,1
61,36,2,4,92028,184,342,2.30,1,0,1,1,1
46,20,3,4,93401,25,125,0.60,0,0,0,0,0
57,31,1,2,90502,131,0,2.70,0,0,0,0,0
59,33,3,2,94122,50,0,2.30,0,0,0,0,1
52,28,1,2,94035,21,0,0.40,0,1,0,1,0
29,3,2,3,95616,55,0,1.10,0,0,0,1,0
57,32,2,1,90049,124,0,0.20,1,0,0,1,0
49,23,1,4,95819,58,188,2.60,0,0,0,0,0
39,13,1,2,95817,72,0,2.80,0,0,0,1,0
56,31,3,1,90089,192,0,7.00,1,0,1,1,0
63,38,2,3,91320,83,0,1.80,0,0,0,1,0
37,12,1,1,90025,93,0,2.80,0,1,0,1,0
56,26,3,3,94305,38,110,1.00,0,1,0,1,0
45,20,3,4,92606,55,164,1.90,0,1,0,0,0
66,41,3,3,92325,11,0,0.10,0,1,0,0,1
40,15,1,2,94550,85,0,0.40,0,1,0,0,0
50,24,1,1,93305,124,266,4.90,0,0,0,1,0
60,36,1,2,92028,129,0,6.00,0,0,0,1,0
31,7,1,1,93407,180,0,4.30,0,0,0,0,0
40,14,2,4,90245,74,0,1.40,0,0,0,1,0
36,6,3,1,92152,138,86,7.00,1,0,0,1,0
55,29,3,2,90502,111,0,3.60,1,0,0,0,1
54,28,1,3,93555,83,0,0.80,0,0,0,1,0
35,10,1,4,90266,33,87,1.70,0,0,0,1,0
55,29,3,4,92028,21,0,0.70,0,0,0,0,0
36,10,1,2,94608,35,98,0.30,0,0,0,1,0
66,41,3,1,93023,105,0,0.80,0,1,1,1,1
38,14,2,1,94305,103,0,0.80,0,0,0,0,1
58,32,3,2,92096,75,0,2.30,0,0,0,0,0
41,17,1,1,94550,33,104,0.70,0,0,0,0,0
60,34,2,4,94305,52,0,1.70,0,1,0,1,0
47,23,2,1,94920,89,0,2.60,0,1,1,1,1
62,36,3,1,93109,63,0,2.50,0,0,0,0,0
48,23,2,4,94402,84,0,3.10,1,1,1,1,0
61,36,1,4,91302,44,0,2.10,0,0,0,0,0
29,3,1,3,94720,29,0,1.00,0,0,0,1,1
45,21,3,1,90005,29,0,0.30,0,0,0,1,0
39,14,2,2,94035,22,0,0.30,0,0,0,1,0
31,6,1,4,92093,53,114,2.20,0,0,0,1,0
39,14,2,2,94611,24,0,0.30,0,0,0,1,0
63,38,1,1,90045,153,455,1.30,0,0,0,0,0
28,2,2,2,90024,31,0,0.30,0,1,0,1,0
56,30,2,2,94542,21,0,0.70,0,0,0,1,0
31,6,1,2,93108,180,0,6.70,0,0,0,0,0
46,20,2,3,91016,82,0,0.70,0,0,0,1,1
42,18,1,4,95064,90,245,0.80,0,1,0,0,0
53,29,3,4,93407,154,0,7.40,1,0,0,0,0
41,17,2,2,92096,99,0,1.80,0,0,0,1,1
61,36,2,1,91105,153,0,2.60,1,1,1,0,1
31,5,2,2,95032,93,0,3.10,1,0,0,1,0
62,38,2,1,92121,53,0,0.00,0,0,0,0,0
59,34,2,3,95814,18,104,1.30,0,0,1,1,1
49,24,1,1,91330,70,0,2.90,0,0,0,0,0
65,39,3,4,92122,100,0,1.70,0,0,0,0,1
30,6,3,3,94022,193,0,6.30,1,0,0,1,0
32,7,1,1,95133,125,0,0.00,0,0,0,1,1
56,31,3,2,94571,68,0,0.00,0,1,0,1,0
36,10,1,1,90009,55,95,2.00,0,0,0,1,0
58,34,3,4,92182,152,0,3.60,1,0,0,0,0
27,3,1,3,95814,84,0,1.50,0,0,0,1,1
41,16,3,2,91125,13,0,0.00,0,0,0,1,0
59,35,1,4,91355,33,131,0.40,0,0,0,0,1
56,32,2,4,92096,89,90,1.00,0,1,0,1,0
52,26,1,1,91745,93,0,2.40,0,0,0,1,0
35,5,3,4,90509,68,0,1.80,0,0,0,0,0
47,21,2,2,93106,85,0,1.70,0,0,0,0,1
29,4,2,1,95039,73,0,0.80,0,0,0,1,0
31,6,2,4,92131,83,106,2.20,0,0,0,1,0
62,36,3,2,94301,158,0,6.30,1,0,0,1,0
48,18,3,4,92626,182,0,6.00,1,0,0,1,0
26,1,3,2,96651,24,123,0.90,0,0,0,0,1
60,34,1,2,94305,102,0,2.00,0,0,0,1,1
35,11,1,3,91355,53,0,2.80,0,0,0,0,0
40,15,1,2,92646,175,0,3.30,0,0,0,1,0
31,5,1,3,94538,28,0,1.00,0,0,0,1,0
50,25,1,4,92037,14,0,0.80,0,0,0,1,0
33,7,3,1,95828,139,106,4.00,1,0,1,1,1
37,11,1,3,95747,34,0,0.90,0,0,0,1,0
38,14,3,1,92093,64,0,1.50,0,0,0,0,1
63,38,2,4,94607,84,0,0.10,0,0,0,0,0
57,32,2,3,95070,42,0,0.50,0,1,0,1,0
61,35,1,1,91605,63,0,1.60,0,0,0,1,0
37,12,3,3,92735,100,341,1.20,0,0,0,1,1
51,25,2,2,95138,190,0,4.20,1,0,0,1,0
44,20,1,1,90024,22,91,1.00,0,0,0,0,0
63,37,2,1,90066,20,0,0.80,0,1,0,0,1
43,18,2,2,95037,21,0,1.40,0,0,0,1,1
38,14,2,4,95135,25,101,0.40,0,0,0,1,0
34,9,3,4,92648,20,0,1.10,0,0,0,1,0
48,23,1,3,94546,173,0,0.20,1,0,1,1,1
29,5,1,2,94115,81,0,2.50,0,0,0,0,1
37,11,2,2,95814,139,421,0.80,1,0,0,1,0
60,35,1,2,90266,119,0,3.90,0,1,0,1,0
46,20,3,4,92821,74,104,2.60,0,0,0,1,0
34,10,2,1,92173,42,131,1.50,0,0,0,0,0
56,30,1,2,94035,73,0,1.10,0,0,0,0,0
57,31,1,4,94590,114,0,5.20,1,1,1,1,0
62,36,3,2,92093,44,0,1.00,0,0,0,0,0
32,8,1,2,90005,141,0,4.33,0,0,0,0,0
51,26,1,2,92182,14,103,0.00,0,0,0,1,0
55,29,3,2,92660,33,0,0.40,0,0,0,0,0
60,34,1,2,94028,83,249,2.00,0,0,0,0,0
40,16,1,4,90011,89,155,0.80,0,0,0,1,0
62,38,1,4,96003,39,0,2.20,0,1,0,1,0
63,39,3,3,90025,83,0,2.00,0,0,0,1,1
60,34,1,2,92152,108,359,2.00,0,0,0,1,0
59,34,2,3,92028,21,0,1.30,0,0,0,1,1
26,1,1,1,95521,102,0,1.90,0,0,0,0,0
56,32,3,1,94117,48,0,1.60,0,0,0,0,1
58,32,1,3,93014,32,0,1.40,0,0,0,1,0
57,31,1,1,95616,43,0,0.20,0,0,0,0,0
48,23,2,4,94025,35,118,0.40,0,0,0,0,0
30,6,1,1,91911,184,0,6.00,0,0,0,1,0
45,21,1,2,91024,140,132,7.60,0,0,0,0,0
64,38,2,3,90065,32,0,0.70,0,0,0,1,1
44,20,1,1,92121,149,0,1.70,0,0,0,1,0
51,25,3,4,94720,15,0,0.60,0,0,0,0,1
43,16,2,3,90089,71,0,2.33,0,0,0,0,0
29,3,2,4,94304,108,0,1.80,0,0,0,0,0
56,30,1,2,93555,122,0,0.50,0,0,0,0,1
65,41,3,3,94542,40,0,0.10,0,0,0,1,0
46,22,1,2,95521,198,0,6.67,0,0,0,0,1
48,24,2,4,90245,79,0,1.40,0,1,0,0,1
56,31,3,1,92672,84,0,0.10,0,0,0,1,0
61,37,2,3,92374,31,0,0.40,0,0,0,0,1
46,20,3,4,90250,12,0,0.60,0,0,0,0,1
58,34,1,2,93555,88,0,1.60,0,0,0,1,1
31,5,2,2,95405,29,131,0.30,0,0,0,1,1
